147,118,129
131,109,117
179,175,176
140,129,136
132,110,116
338,332,333
320,299,300
281,236,258
245,214,224
320,309,320
158,134,141
144,120,141
251,250,251
178,149,152
128,111,116
269,226,253
331,331,331
285,235,244
248,210,224
379,362,365
144,130,136
128,112,115
119,108,113
146,125,129
133,114,117
234,208,211
293,271,278
247,215,229
253,218,226
376,356,364
117,102,107
126,110,112
132,111,115
139,117,118
130,110,113
228,203,209
244,203,211
226,198,202
234,216,221
206,184,191
137,120,126
143,115,128
144,136,140
118,99,106
125,103,110
310,281,285
229,209,224
261,217,228
242,210,220
215,190,191
139,114,116
135,110,111
122,109,111
134,112,113
128,113,114
239,213,219
252,215,215
248,214,215
241,213,215
239,206,207
252,252,252
198,195,195
139,123,129
116,109,110
263,262,262
295,276,281
241,204,212
543,543,543
424,413,414
317,287,304
307,307,307
278,278,278
203,203,211
111,93,104
275,275,275
375,366,366
288,239,255
574,574,574
457,457,457
293,286,292
127,111,117
202,201,205
195,195,195
147,116,126
239,236,236
366,370,372
320,292,299
225,207,208
485,480,480
330,314,315
122,110,114
143,115,117
131,110,114
140,119,120
153,123,127
269,227,232
239,209,214
216,199,202
286,218,221
284,228,229
130,111,114
145,132,136
135,107,108
143,115,120
118,107,109
275,228,240
259,206,223
220,197,197
295,289,296
321,236,246
127,110,112
117,112,113
134,110,111
136,110,110
125,110,110
266,214,220
252,211,211
245,212,214
246,203,205
254,212,216
230,195,219
186,156,168
281,280,284
223,192,211
221,171,181
300,288,288
323,311,322
260,255,256
164,149,165
299,297,299
207,181,194
191,166,168
242,230,230
242,221,228
224,189,206
181,160,167
195,166,171
160,145,146
183,163,165
187,155,160
225,197,216
173,157,157
205,181,190
231,188,196
200,153,157
176,161,162
179,153,155
167,146,146
185,159,170
175,153,156
359,359,359
266,245,252
204,180,183
399,396,403
283,278,278
203,171,179
438,438,438
454,454,454
227,200,210
209,175,188
328,328,328
249,235,241
180,168,173
337,336,336
302,302,302
181,151,154
175,157,162
194,166,167
197,172,175
178,161,167
201,166,169
224,185,189
198,176,181
229,192,196
218,179,189
186,163,162
177,158,165
208,167,170
192,153,154
186,146,150
