60,55,61
92,90,91
71,71,73
66,60,71
72,71,72
181,170,170
116,102,104
121,106,110
184,183,183
138,128,142
48,43,52
97,97,100
79,76,76
103,102,102
76,56,68
188,188,188
139,139,148
126,117,140
226,226,226
144,139,139
61,56,59
77,74,76
70,70,74
71,65,72
63,55,57
154,154,161
132,118,130
131,113,148
163,160,167
152,149,163
62,59,59
61,59,60
62,53,53
59,59,60
57,55,56
118,105,108
123,107,111
112,103,106
102,92,98
106,101,104
89,89,89
63,60,60
51,44,46
55,49,51
68,60,61
111,102,104
124,110,117
127,122,125
122,122,134
135,113,114
65,58,58
63,56,57
64,56,56
63,55,56
65,58,59
112,108,108
112,102,102
110,103,103
113,106,115
118,104,104
157,157,157
111,111,112
59,55,60
211,211,211
123,123,123
137,122,132
459,459,459
293,293,293
172,172,172
464,464,464
184,184,184
103,103,103
71,62,69
185,185,185
132,132,132
255,255,255
436,436,436
360,360,360
314,314,314
117,111,133
198,198,198
137,137,137
80,80,80
235,235,235
164,164,164
185,185,185
110,99,102
357,357,357
262,262,262
131,125,143
75,65,67
63,57,58
65,57,59
73,65,68
66,61,65
137,110,112
112,100,101
132,118,125
138,119,119
120,115,116
110,98,105
59,53,53
60,55,56
61,61,64
89,86,87
131,121,131
119,112,112
159,155,164
146,130,133
156,152,152
76,58,61
71,58,62
67,57,58
63,56,57
74,62,65
129,105,108
131,116,118
151,121,127
131,115,118
122,102,101
107,104,109
107,95,103
99,91,91
94,86,96
128,117,117
104,95,102
105,100,107
153,153,153
73,61,68
193,193,193
96,93,95
94,84,91
101,92,106
123,118,130
102,98,107
99,90,90
89,84,88
78,62,70
82,80,80
96,90,96
94,80,84
120,109,110
96,84,86
100,89,94
107,94,101
80,80,80
100,86,86
76,74,75
88,77,78
102,87,89
264,264,264
239,239,239
172,172,172
291,291,291
230,230,230
282,282,282
116,105,107
411,411,411
275,275,275
149,149,149
322,322,322
295,295,295
179,174,174
92,81,97
253,253,253
114,104,106
94,81,83
100,93,102
102,93,96
108,87,88
113,107,114
150,150,157
120,110,111
90,90,96
141,132,132
113,94,98
87,79,78
109,96,103
98,82,87
103,85,86
