140,119,129
121,109,117
181,175,176
140,129,136
134,110,116
339,332,333
321,299,300
287,241,258
243,214,224
327,309,320
158,135,141
137,119,141
251,250,251
175,149,152
127,109,116
266,221,253
331,331,331
282,233,244
238,210,223
366,362,365
153,131,136
129,112,115
119,108,113
139,123,129
142,115,117
248,208,211
284,271,278
249,214,229
260,215,226
367,356,364
113,102,107
123,111,112
127,111,115
139,117,118
126,110,113
214,203,209
249,204,211
236,198,202
252,216,221
221,184,191
146,120,126
138,114,128
152,136,141
133,99,106
122,103,110
319,280,285
236,210,225
244,217,228
247,211,218
231,190,191
128,114,116
125,110,111
127,109,111
137,111,113
122,112,114
235,213,219
232,216,216
256,214,215
239,212,215
215,206,207
252,252,252
198,195,195
140,122,129
122,109,110
265,262,262
291,276,281
232,205,212
543,543,543
424,413,414
319,287,304
307,307,307
278,278,278
209,203,211
106,93,104
275,275,275
373,366,366
277,238,256
580,574,574
457,457,457
286,286,292
125,111,117
201,201,205
195,195,195
128,116,126
236,236,236
369,370,372
332,292,299
211,208,208
483,480,480
334,314,315
118,110,114
141,114,118
137,110,114
133,119,120
159,123,126
291,228,232
250,209,214
226,199,201
258,218,221
283,226,229
126,111,114
144,132,136
136,107,108
132,114,120
121,107,108
275,229,240
255,205,223
212,197,197
309,289,296
289,239,246
133,110,112
119,112,113
136,110,111
143,110,110
128,110,110
265,216,220
251,210,211
256,212,214
265,204,206
263,212,216
226,196,219
176,156,169
284,280,284
217,192,211
194,174,181
288,288,288
319,311,322
262,255,256
168,148,165
308,297,299
204,180,194
187,166,168
248,230,230
245,221,230
212,190,206
185,160,167
195,167,171
170,145,145
192,164,165
178,156,160
227,196,216
171,157,157
194,180,190
228,188,196
193,151,157
184,161,162
167,153,155
170,145,146
183,158,170
194,152,156
359,359,359
249,245,252
192,180,185
401,396,403
278,278,278
189,171,179
445,438,438
456,454,454
215,200,210
192,176,188
328,328,328
249,235,241
184,168,174
336,336,336
302,302,302
168,152,154
181,157,162
198,164,167
209,172,175
179,161,167
196,166,169
234,186,189
202,176,181
213,192,196
225,181,189
200,162,162
162,158,165
198,166,170
180,153,154
158,147,150
