71,69,66,73
101,105,97,99
75,74,71,80
79,76,74,86
74,75,71,75
190,180,175,190
127,120,114,121
134,135,130,131
183,188,183,186
154,150,142,159
57,56,53,57
97,97,97,103
83,89,76,81
102,104,102,107
70,69,66,81
188,188,188,196
145,152,139,150
154,149,144,164
231,233,226,227
150,153,142,147
71,71,69,72
80,84,78,83
77,80,73,82
78,74,72,79
70,72,68,72
158,164,154,168
143,143,136,149
149,140,132,164
174,173,165,178
169,165,149,169
76,76,73,73
75,75,74,74
69,69,66,66
74,76,73,73
70,71,68,68
139,148,131,131
141,143,133,136
129,129,128,129
117,116,114,119
133,131,126,127
94,92,89,89
76,76,74,74
57,57,53,53
64,68,61,61
78,82,75,74
132,138,127,127
141,151,136,138
158,152,151,151
140,144,132,142
151,152,140,141
74,80,72,72
75,72,70,70
74,77,70,70
71,71,68,68
75,76,73,73
135,137,134,134
134,129,126,128
135,135,128,128
135,138,131,139
132,141,130,131
157,157,157,157
111,111,111,112
69,70,69,73
211,211,211,211
124,125,123,123
151,158,144,149
459,459,459,459
293,293,293,293
172,181,172,173
464,464,464,464
184,184,184,184
103,103,103,103
78,78,72,80
185,185,185,185
132,132,132,132
255,255,255,255
436,436,436,436
360,360,360,360
314,314,314,314
141,143,138,156
198,198,198,198
137,138,137,137
84,87,80,87
235,235,235,235
164,164,164,164
185,188,185,189
129,126,123,123
357,357,357,357
262,264,262,262
161,161,147,165
87,86,76,77
75,85,71,71
75,81,71,73
82,81,73,81
80,84,71,75
146,148,134,135
130,132,125,125
151,155,136,142
162,153,139,140
145,152,142,143
110,113,104,116
65,70,59,59
69,73,63,64
78,77,75,79
92,94,89,91
159,171,142,147
139,144,132,132
169,176,159,173
171,165,144,148
163,158,152,152
82,87,72,76
82,82,71,74
77,82,71,71
72,76,70,70
84,89,73,74
148,154,128,130
153,158,144,145
168,166,144,159
155,161,138,143
141,151,126,125
126,123,115,124
126,116,113,124
117,117,113,114
107,102,98,109
133,129,120,125
115,114,111,114
113,116,104,115
153,153,153,153
78,84,76,82
193,193,193,196
110,110,97,105
113,112,105,110
112,113,104,121
144,141,129,142
109,114,99,117
115,121,112,112
110,112,103,109
78,79,73,80
106,102,100,100
116,112,111,115
103,108,98,100
128,136,124,128
111,107,104,105
113,110,107,109
120,116,110,118
101,100,99,100
107,109,107,107
94,97,91,91
102,100,96,97
110,111,107,110
264,264,264,264
239,239,239,239
174,173,172,174
291,291,291,291
230,230,230,230
282,282,282,282
121,114,106,114
411,411,411,411
275,275,275,278
149,149,149,149
322,322,322,322
295,295,295,295
175,180,174,174
111,109,101,113
253,253,253,253
130,137,119,121
113,103,99,102
122,129,113,123
122,126,108,109
118,116,108,109
135,137,132,133
164,167,154,168
125,128,117,120
99,97,92,108
152,154,138,145
125,130,113,115
105,110,98,98
124,138,116,120
119,111,100,103
113,117,103,104
