291,291,291,295
267,267,267,274
288,288,288,294
263,263,263,270
267,267,267,268
523,526,521,532
570,570,570,579
558,558,558,577
517,517,517,518
585,584,584,593
287,287,287,288
284,284,284,294
320,315,314,333
317,315,315,315
265,264,264,267
549,545,545,555
496,488,488,488
569,569,569,569
474,474,474,478
520,521,518,526
282,280,280,288
277,277,277,277
268,268,268,268
274,273,273,275
276,276,276,276
516,516,516,518
506,503,502,513
496,491,491,495
518,518,518,529
561,556,551,582
253,253,253,256
275,275,275,276
277,277,277,279
289,289,289,290
273,273,273,275
504,504,504,504
502,502,502,502
490,490,490,492
538,538,538,540
457,457,457,457
288,288,288,288
272,272,272,272
337,337,337,337
244,244,244,244
255,255,255,256
697,697,697,708
520,520,520,520
525,525,525,541
523,523,523,523
473,473,473,473
283,283,283,283
274,274,274,275
272,272,272,272
276,276,276,277
280,280,280,280
530,530,530,536
536,536,536,536
531,531,531,531
529,529,529,531
511,511,511,511
291,291,286,307
289,282,280,299
281,280,280,280
272,272,272,272
323,308,309,320
487,481,478,498
506,506,506,507
624,618,606,632
562,559,547,579
544,536,534,558
321,313,310,325
320,321,312,337
316,315,305,323
231,231,231,232
293,292,292,316
507,497,483,503
553,553,553,554
622,621,616,640
550,539,531,540
440,408,408,421
277,277,277,279
276,275,271,291
285,287,284,297
285,285,285,289
301,299,294,304
546,546,539,567
568,561,560,573
516,516,516,516
560,549,556,598
546,542,536,568
273,273,273,273
275,275,275,275
273,273,273,273
295,295,295,296
299,299,299,302
556,555,555,562
519,519,519,519
496,496,496,496
525,525,525,525
562,562,562,563
276,276,276,277
262,262,261,261
257,257,257,257
283,283,283,285
267,267,267,267
478,478,478,481
484,484,484,499
489,489,489,489
485,477,477,478
553,550,550,552
274,274,274,274
279,279,279,280
271,271,271,271
273,273,273,273
273,273,273,273
526,526,526,527
520,520,520,521
525,525,525,527
500,499,499,499
523,523,523,526
446,446,446,461
387,385,385,394
417,409,409,426
378,376,375,388
419,418,418,420
434,427,425,437
468,468,460,485
430,430,430,431
343,343,343,350
475,469,468,481
421,419,419,421
412,412,412,414
411,411,407,413
403,404,403,416
420,419,419,424
396,396,396,397
412,412,412,414
359,359,359,359
407,407,407,407
382,382,382,382
466,466,466,467
391,391,391,391
447,447,447,455
420,420,420,430
375,375,375,377
400,400,400,400
378,378,378,379
361,361,361,362
392,392,392,401
377,377,377,379
417,421,411,441
416,413,413,426
447,447,447,449
478,474,471,487
395,383,385,400
360,360,360,362
470,467,466,490
509,498,497,516
356,354,345,362
435,435,435,441
429,428,421,436
393,389,388,400
415,415,415,419
433,420,420,446
402,394,391,423
374,374,374,374
391,391,391,391
397,396,396,396
423,423,423,423
401,401,401,403
371,365,365,367
451,451,451,451
389,389,389,389
404,397,397,397
427,427,427,427
401,401,401,402
393,393,393,394
413,412,412,412
378,378,378,378
363,363,363,363
