307,403,314
324,443,354
363,439,379
1600,1600,1600
1739,1739,1739
1719,1719,1719
1025,1025,1025
1653,1653,1653
1646,1646,1646
1889,1889,1889
652,652,652
1574,1574,1574
1086,1086,1086
844,844,844
999,999,999
