94,94,94
81,81,81
175,175,175
129,129,129
84,84,84
332,332,332
299,299,299
205,205,205
166,166,166
309,309,309
133,133,133
96,96,96
250,250,250
149,149,149
107,107,107
206,206,206
331,331,331
206,206,206
210,210,210
362,362,362
128,128,128
74,74,74
70,75,70
112,112,112
98,98,98
117,128,120
271,271,271
203,203,203
191,191,191
356,356,356
66,66,66
65,65,65
54,60,54
78,78,78
68,68,68
88,114,89
147,147,147
130,130,130
141,141,141
96,121,96
118,119,118
100,100,100
83,86,83
85,85,85
88,88,88
182,182,182
106,113,106
204,204,204
151,151,151
125,137,125
65,65,65
60,60,60
55,58,55
66,66,66
60,60,60
112,112,112
89,112,89
120,120,120
122,122,122
88,98,88
252,252,252
195,195,195
117,117,117
38,59,41
262,262,262
276,276,276
168,168,168
543,543,543
413,413,413
286,286,286
307,307,307
278,278,278
203,203,203
78,83,78
275,275,275
366,366,366
232,232,232
574,574,574
457,457,457
286,286,286
64,77,65
201,201,201
195,195,195
86,86,86
236,236,236
366,366,366
290,290,290
76,109,81
480,480,480
314,314,314
58,59,58
90,90,90
76,76,76
73,73,73
92,92,92
170,170,170
137,137,137
91,107,91
173,173,173
157,157,157
74,76,74
131,131,131
92,92,92
88,88,88
48,59,48
216,216,216
205,205,205
137,137,137
289,289,289
236,236,236
62,62,62
38,57,41
64,64,64
62,62,62
48,48,48
141,141,141
136,136,136
125,125,125
132,137,132
143,143,143
177,177,177
114,116,114
280,280,280
190,190,190
157,157,157
288,288,288
311,311,311
255,255,255
124,125,124
297,297,297
174,174,174
109,109,109
230,230,230
221,221,221
189,189,189
76,83,76
131,131,131
110,110,110
96,107,96
114,114,114
193,193,193
108,112,108
108,119,108
176,176,176
132,132,132
84,84,84
99,99,99
77,77,77
95,95,95
111,111,111
359,359,359
245,245,245
93,121,93
396,396,396
278,278,278
171,171,171
438,438,438
454,454,454
200,200,200
118,133,118
328,328,328
234,234,234
117,117,117
336,336,336
302,302,302
103,104,103
55,79,63
153,153,153
143,144,143
74,83,74
156,156,156
171,171,171
176,176,176
192,192,192
162,162,162
113,113,113
82,102,82
121,121,121
112,112,112
86,86,86
