131,148,132
150,179,160
121,140,124
145,166,149
116,138,118
314,372,325
216,245,221
260,287,260
281,325,289
263,299,266
105,121,105
122,140,131
127,143,134
161,196,165
128,152,136
266,311,279
246,276,246
285,328,288
269,308,278
241,284,252
138,152,138
139,153,141
138,150,140
139,153,141
135,147,138
277,320,283
256,290,267
259,296,280
278,312,286
267,311,282
146,159,146
146,156,146
131,142,131
145,159,145
135,147,135
260,284,260
264,292,269
254,278,254
228,249,229
250,269,250
154,194,154
148,165,148
104,121,104
122,137,122
148,170,148
252,279,252
271,306,271
299,329,299
262,310,262
278,313,278
143,153,143
139,150,139
139,150,139
136,146,136
145,153,145
268,292,268
252,277,252
255,274,255
261,277,261
258,276,258
165,180,172
132,159,139
137,152,137
211,211,211
144,162,149
286,318,292
459,465,461
316,348,338
256,298,260
468,468,468
188,204,196
112,136,124
139,162,142
185,186,185
136,153,142
316,391,331
436,444,444
360,370,366
353,424,378
276,312,276
201,203,203
152,176,165
139,161,147
235,235,235
167,184,178
273,314,282
245,262,245
368,378,368
272,322,281
284,310,285
144,158,144
140,153,140
140,154,140
137,154,142
137,152,137
264,290,264
249,272,249
259,287,259
271,300,271
283,309,283
174,207,182
111,127,111
123,138,123
150,167,150
127,157,128
281,315,281
262,306,262
267,324,277
279,325,281
263,317,263
133,146,136
139,150,139
140,150,140
139,149,139
139,150,141
253,272,253
286,312,286
270,293,279
271,293,272
249,271,249
215,246,222
220,247,226
225,243,225
187,210,187
201,231,203
218,252,218
174,204,179
209,248,209
150,172,157
212,261,233
186,211,186
207,226,207
206,239,209
212,244,221
194,229,204
222,242,222
206,225,206
145,165,145
199,217,199
221,239,221
195,224,195
239,289,239
207,232,207
212,245,212
218,254,219
197,217,198
213,226,213
181,199,181
192,208,192
213,228,213
269,275,274
243,253,246
230,258,238
291,294,294
230,234,232
289,322,305
181,229,193
420,437,432
277,307,293
164,214,180
322,322,322
297,307,302
205,240,219
201,218,201
256,270,260
233,262,233
197,219,197
213,239,215
209,235,209
214,237,215
263,294,263
243,297,248
206,245,210
178,216,181
229,282,229
223,245,223
195,214,195
214,238,219
198,218,198
205,227,205
