146,171,155
134,159,141
177,207,185
141,176,151
134,164,141
332,366,342
315,372,334
288,347,308
261,322,267
327,393,350
148,180,161
144,179,166
250,264,257
161,195,166
133,166,136
274,345,297
331,358,336
285,338,288
239,327,247
364,393,374
144,185,162
139,159,142
134,160,137
142,171,148
140,167,143
259,292,263
279,330,294
252,305,264
261,315,275
361,406,376
127,146,131
138,156,139
139,161,143
145,171,146
137,155,140
253,295,256
252,300,258
246,286,256
269,318,272
229,269,233
145,192,152
137,181,148
169,214,170
122,151,127
128,163,135
349,419,353
260,313,272
264,338,283
262,323,268
237,289,238
142,163,144
137,158,138
136,156,137
139,159,139
140,156,143
265,300,273
269,302,271
266,297,268
265,296,266
256,286,258
252,252,252
197,208,201
142,176,146
137,157,137
262,263,262
289,332,297
253,307,261
543,548,543
416,443,425
308,369,323
307,307,307
278,282,278
203,234,217
116,144,124
275,275,275
366,378,370
282,354,292
574,574,574
457,457,457
286,317,294
139,163,142
201,213,206
195,214,204
143,170,152
236,239,236
370,417,386
323,377,333
258,298,259
480,482,481
323,377,339
137,160,140
139,163,140
137,157,140
148,171,151
150,177,154
280,324,286
260,298,264
248,286,252
265,312,267
283,327,282
138,172,141
140,181,146
129,156,131
142,175,148
134,161,134
254,312,261
244,310,255
245,304,246
295,355,302
280,346,285
137,153,140
140,155,140
137,155,137
137,157,137
137,154,137
264,299,265
262,294,262
263,297,266
250,285,252
264,297,264
225,287,256
193,230,206
280,309,301
208,262,230
211,258,213
288,324,292
311,351,331
258,304,264
173,223,191
297,374,321
212,252,221
207,242,207
235,271,240
232,280,255
213,267,229
199,230,204
207,248,210
180,217,181
204,237,205
191,236,197
234,298,248
196,248,196
224,290,236
215,288,223
188,250,190
200,230,201
189,223,192
181,208,182
197,244,205
189,218,194
359,365,363
245,287,264
224,266,228
396,410,404
278,291,281
185,222,190
438,439,438
454,454,454
214,256,221
218,270,223
328,348,337
242,291,257
208,241,213
336,345,344
302,317,304
188,223,189
196,219,200
200,242,202
212,255,214
201,232,207
187,232,190
227,281,229
197,267,206
209,262,220
216,263,220
201,236,201
197,223,202
207,238,208
190,225,190
182,207,184
