131,131,131,132
149,149,149,160
121,121,121,124
145,145,145,149
118,116,116,118
321,314,314,325
216,216,216,221
260,260,260,260
281,281,281,289
263,263,263,266
105,105,105,105
122,122,122,131
128,127,127,134
161,161,161,165
128,128,128,136
269,265,266,279
246,246,246,246
285,285,285,288
273,263,266,278
241,241,241,252
138,138,138,138
139,139,139,141
138,138,138,140
139,139,139,141
135,135,135,138
277,277,277,283
257,256,256,267
259,259,259,280
282,278,278,286
268,268,267,282
146,146,146,146
146,146,146,146
131,131,131,131
145,145,145,145
135,135,135,135
260,260,260,260
264,264,264,269
254,254,254,254
228,228,228,229
250,250,250,250
154,154,154,154
148,148,148,148
104,104,104,104
122,122,122,122
148,148,148,148
252,252,252,252
271,271,271,271
299,299,299,299
262,262,262,262
278,278,278,278
143,143,143,143
139,139,139,139
139,139,139,139
136,136,136,136
145,145,145,145
268,268,268,268
252,252,252,252
255,255,255,255
261,261,261,261
258,258,258,258
167,167,165,172
133,132,132,139
137,137,137,137
211,211,211,211
147,144,144,149
286,286,286,292
459,459,459,461
317,320,316,338
258,256,256,260
468,468,468,468
188,188,188,196
117,118,113,124
139,139,139,142
185,185,185,185
140,138,136,142
323,321,317,331
436,436,436,444
360,360,360,366
363,362,354,378
276,276,276,276
201,201,201,203
152,152,152,165
141,139,139,147
235,235,235,235
169,169,168,178
274,273,273,282
245,245,245,245
368,371,368,368
273,273,272,281
284,284,284,285
144,144,144,144
140,140,140,140
140,140,140,140
138,138,138,142
137,138,137,137
264,264,264,264
249,249,249,249
260,259,259,260
271,271,271,271
283,283,283,283
179,176,174,182
111,111,111,111
123,123,123,123
150,150,150,150
128,127,127,128
281,281,281,281
262,262,262,262
270,268,267,277
280,279,279,281
263,263,263,263
133,134,133,136
139,139,139,139
140,140,140,140
139,139,139,139
140,141,139,140
253,253,253,253
286,286,286,286
271,270,270,279
271,271,271,272
249,249,249,249
215,215,215,222
223,220,220,226
225,225,225,225
187,187,187,187
201,201,201,203
218,218,218,218
180,174,174,179
209,209,209,209
150,150,150,157
220,213,212,233
186,186,186,186
207,207,207,207
206,206,206,209
217,212,212,221
194,194,194,204
222,222,222,222
206,206,206,206
145,145,145,145
199,199,199,199
221,221,221,221
195,195,195,195
239,239,239,239
207,207,207,207
212,212,212,212
218,218,218,219
197,197,197,198
213,213,213,213
181,181,181,181
192,192,192,192
213,213,213,213
269,269,269,274
244,243,243,246
229,229,229,238
291,291,291,294
231,230,230,232
290,290,289,305
181,181,181,193
421,420,420,432
280,280,277,293
167,167,167,180
322,322,322,322
295,295,297,302
215,208,206,219
201,201,201,201
256,260,256,260
233,233,233,233
197,197,197,197
215,213,213,215
209,209,209,209
214,214,214,215
263,263,263,263
243,243,243,248
207,206,206,210
178,178,178,181
233,230,229,229
223,223,223,223
195,195,195,195
217,214,214,220
198,198,198,198
205,205,205,205
