113,111,94,94
98,95,81,81
175,177,175,175
131,133,129,129
101,96,84,84
338,332,332,332
299,314,299,299
236,247,205,205
205,193,166,166
318,326,309,309
139,138,133,133
103,120,96,96
250,250,250,250
157,155,149,149
108,114,107,107
225,206,206,206
331,331,331,331
246,263,206,206
211,211,210,210
364,365,362,362
137,136,128,128
93,105,74,74
96,86,70,70
123,129,112,112
117,115,98,98
163,169,117,120
271,275,271,271
216,217,203,203
215,211,191,191
356,368,356,356
91,99,66,66
103,99,65,65
97,89,54,54
111,124,78,78
106,103,68,68
182,167,88,88
216,205,147,147
190,185,130,130
198,192,141,141
159,155,96,96
124,130,118,118
116,101,100,100
123,132,83,83
109,99,85,85
100,112,88,88
250,282,182,182
170,174,106,106
216,220,204,204
196,197,151,151
185,162,125,125
104,103,65,65
95,101,60,60
87,92,55,55
106,123,66,66
102,100,60,60
181,185,112,112
171,189,89,89
204,200,120,120
203,197,122,122
173,170,88,88
252,254,252,252
198,202,195,195
122,132,117,117
86,78,38,42
262,262,262,262
282,295,276,276
200,197,168,168
543,543,543,543
413,415,413,413
299,309,286,286
307,307,307,307
278,279,278,278
203,203,203,203
82,79,78,78
275,275,275,275
367,367,366,366
254,240,232,232
574,574,574,574
457,457,457,457
286,286,286,286
83,90,64,65
201,201,201,201
195,195,195,195
101,102,86,86
236,241,236,236
372,366,366,366
296,321,290,290
161,136,73,81
480,480,480,480
319,321,314,314
81,92,58,58
131,137,90,90
115,116,76,76
119,109,73,73
147,154,92,92
237,267,170,170
193,196,137,137
151,164,91,91
252,280,173,173
217,251,157,157
102,97,74,74
141,153,131,131
117,125,92,92
117,111,88,88
82,84,48,48
251,262,216,216
206,244,205,205
178,181,137,137
292,312,289,289
256,277,236,236
95,109,62,62
78,72,37,41
120,126,64,64
114,115,62,62
93,86,48,48
260,251,141,141
219,216,136,136
198,200,125,125
224,254,132,132
242,264,143,143
194,203,177,177
139,133,114,114
283,280,280,280
194,204,190,190
181,166,157,157
288,290,288,288
311,311,311,311
258,262,255,255
135,138,124,124
297,297,297,297
183,184,174,174
145,141,109,109
232,239,230,230
224,230,221,221
201,194,189,189
146,133,76,76
166,184,131,131
137,137,110,110
119,135,96,96
157,143,114,114
201,196,193,193
166,156,108,108
153,150,108,108
192,203,176,176
143,149,132,132
140,128,84,84
145,161,99,99
130,132,77,77
135,140,95,95
143,166,111,111
359,359,359,359
245,252,245,245
144,130,93,93
396,396,396,396
279,278,278,278
177,173,171,171
438,439,438,438
454,455,454,454
201,204,200,200
165,142,118,118
328,330,328,328
237,237,234,234
152,156,117,117
336,341,336,336
302,304,302,302
160,150,103,103
114,109,54,63
179,202,153,153
179,176,143,143
131,128,74,74
195,177,156,156
204,220,171,171
180,176,176,176
202,218,192,192
212,207,162,162
159,187,113,113
125,131,82,82
166,209,121,121
174,178,112,112
127,138,86,86
