161,165,146,155
153,149,134,141
199,188,177,185
157,157,140,151
144,150,134,141
351,347,332,342
359,360,316,334
324,320,288,308
297,285,261,268
361,363,326,350
177,174,150,161
162,152,143,166
255,259,250,257
190,194,160,166
150,152,133,136
325,314,274,298
334,345,331,336
330,333,285,288
289,273,239,247
391,384,364,374
167,166,145,162
150,150,139,142
142,142,134,137
161,160,142,148
152,158,140,143
278,277,259,263
313,311,284,294
281,295,252,264
295,291,262,275
378,387,361,376
138,141,127,131
147,147,138,139
148,151,139,143
157,160,145,146
149,147,137,140
274,265,253,256
288,290,252,258
258,273,246,256
298,284,270,272
247,245,229,233
163,170,145,152
156,150,136,148
179,185,169,170
139,146,122,127
148,144,128,135
384,380,349,353
272,270,260,272
296,296,264,283
290,285,262,268
251,249,237,238
150,155,142,144
152,153,137,138
146,147,136,137
152,158,138,139
153,154,140,143
282,294,266,273
276,277,269,271
285,283,266,268
279,287,265,266
273,271,256,258
254,254,252,252
206,216,197,201
159,167,141,146
140,145,136,137
265,266,262,262
322,326,288,297
294,281,254,261
543,550,543,543
422,439,416,425
343,348,309,323
307,307,307,307
278,283,278,278
219,226,203,217
129,127,116,124
275,278,275,275
385,375,366,370
327,311,282,292
576,586,574,574
466,457,457,457
305,301,286,294
151,143,139,142
204,213,201,206
205,207,195,204
155,154,143,152
237,245,236,236
389,392,370,386
354,354,318,332
263,263,259,259
482,489,480,481
352,370,325,339
148,144,137,140
165,160,139,140
160,155,137,140
163,159,148,151
180,182,151,154
320,320,280,286
285,270,261,264
264,267,248,253
300,307,265,266
310,318,282,286
151,150,138,141
163,161,139,146
154,151,129,131
158,160,142,148
146,142,134,135
309,295,255,261
288,279,243,255
274,267,245,246
324,317,295,302
346,322,280,286
153,156,137,140
140,143,140,140
159,159,136,137
151,151,137,137
147,140,137,137
320,299,265,266
313,292,261,262
281,281,263,266
286,293,251,252
303,303,262,264
264,251,227,256
218,201,193,206
297,302,280,301
234,247,210,230
248,243,211,213
306,299,288,292
328,338,311,331
286,286,256,265
195,192,175,191
324,321,297,321
238,260,213,221
218,233,207,207
258,273,235,240
260,253,232,255
253,256,213,229
218,208,199,204
232,230,207,210
198,205,180,181
219,219,204,205
211,213,192,197
255,270,234,248
210,215,196,196
245,232,224,236
248,249,213,223
218,206,188,190
209,215,200,201
208,215,190,192
192,199,181,182
218,212,197,205
213,221,189,194
359,368,359,363
271,291,247,264
233,233,224,228
399,409,396,404
286,291,278,281
229,226,185,190
438,439,438,438
456,456,454,454
243,240,213,222
246,238,218,223
330,335,328,337
269,268,240,257
233,225,208,213
344,346,336,344
303,307,302,304
200,196,188,189
205,199,196,200
240,240,201,202
246,239,212,214
211,209,201,207
220,222,187,190
262,267,227,229
221,214,197,206
237,260,211,220
252,240,216,220
218,225,202,201
206,205,197,202
236,246,207,208
216,216,189,190
203,200,182,184
