67,91,73
97,121,99
72,92,80
73,100,86
71,86,75
176,237,190
114,152,121
130,169,131
183,212,186
143,189,159
53,78,56
97,107,103
76,97,81
102,137,106
66,99,81
188,224,196
139,173,150
144,208,164
226,241,227
142,187,147
69,93,72
79,96,83
72,90,82
70,93,79
68,85,72
154,187,168
137,172,149
132,185,164
165,199,178
149,198,169
73,91,73
74,89,74
66,79,66
73,93,73
68,88,68
131,158,131
133,169,136
128,160,129
114,139,119
126,149,127
89,118,89
74,99,74
52,75,53
61,84,61
75,103,75
126,164,128
136,181,139
150,203,151
132,206,141
140,187,141
72,84,72
70,85,70
70,82,70
69,80,68
73,87,73
134,166,134
126,153,128
128,153,128
131,160,139
130,153,129
157,157,157
111,114,112
69,89,73
211,211,211
123,125,123
144,192,149
459,459,459
293,293,293
172,198,173
464,464,464
184,184,184
103,103,103
71,100,80
185,185,185
132,132,132
255,281,255
436,436,436
360,360,360
314,316,314
139,191,156
198,198,198
137,141,137
80,103,87
235,235,235
164,164,164
185,193,189
123,148,124
357,357,357
262,262,262
148,191,165
76,91,78
71,88,71
70,87,73
73,94,81
71,88,75
133,164,135
125,160,126
136,168,142
139,171,142
142,176,143
104,140,116
59,73,59
62,83,64
75,105,80
88,111,91
142,177,147
132,191,132
159,216,173
143,195,149
152,199,152
72,83,76
71,82,74
71,83,71
70,83,70
73,82,74
127,151,130
144,179,145
144,171,159
138,162,143
125,150,125
114,155,124
113,150,124
113,137,114
98,119,109
119,155,125
110,150,116
105,133,115
153,176,153
76,102,82
193,202,196
96,124,105
104,135,110
104,150,121
127,160,142
99,142,117
111,138,112
103,133,109
73,106,80
100,125,101
111,139,117
98,135,101
123,185,129
104,141,105
107,154,109
110,154,113
99,125,100
107,129,107
91,110,91
96,120,97
107,132,109
264,264,264
239,239,239
172,183,174
291,291,291
230,230,230
282,282,282
106,154,114
411,411,411
275,278,278
149,163,149
322,322,322
295,295,295
174,174,174
101,131,113
253,253,253
118,147,121
99,128,100
113,148,121
108,131,109
108,137,108
132,175,134
153,199,165
117,155,119
94,142,108
136,190,144
113,137,114
98,119,98
116,146,120
101,122,103
103,124,104
