55,65,55
89,89,89
71,72,71
52,69,55
71,72,71
170,170,170
101,108,101
77,114,83
183,183,183
126,126,126
43,54,46
97,97,97
76,77,76
102,103,102
56,67,56
188,188,188
139,139,139
104,130,113
226,226,226
139,139,139
45,51,45
74,74,74
70,70,70
65,72,66
40,55,44
154,154,154
107,114,110
113,134,120
160,160,160
149,149,149
39,57,39
39,58,39
37,48,37
39,59,39
38,49,38
81,92,81
73,96,76
68,97,73
60,91,69
66,91,68
89,98,89
43,66,50
42,50,42
45,50,45
52,65,52
79,88,79
101,117,101
95,128,99
122,148,122
97,108,97
37,51,37
36,52,36
37,48,37
36,50,36
38,51,39
69,107,74
70,93,71
67,96,68
69,107,81
71,91,72
157,157,157
111,111,111
37,58,40
211,211,211
123,123,123
117,132,122
459,459,459
293,293,293
172,172,172
464,464,464
184,184,184
103,103,103
62,70,62
185,185,185
132,132,132
255,255,255
436,436,436
360,360,360
314,314,314
75,129,94
198,198,198
137,137,137
80,80,80
235,235,235
164,164,164
185,185,185
64,96,71
357,357,357
262,262,262
106,135,111
48,63,51
42,53,43
48,52,48
50,63,55
52,58,53
82,106,85
67,100,70
94,114,94
96,118,97
87,109,87
98,108,98
49,53,49
52,56,52
45,71,45
83,88,83
118,125,118
112,123,112
155,168,155
125,134,125
152,152,152
43,51,44
43,53,45
40,48,41
37,49,38
44,49,45
73,90,78
80,99,82
90,118,107
83,105,88
73,88,75
101,104,101
77,96,77
59,87,61
83,83,83
117,117,117
92,102,92
100,100,100
153,153,153
59,61,59
193,193,193
93,93,93
65,81,68
92,113,92
114,114,114
98,102,98
58,89,58
57,72,58
61,69,61
51,77,53
59,94,68
74,78,74
109,128,109
60,97,62
79,94,79
93,109,93
51,83,51
56,80,55
50,66,51
52,69,52
56,85,60
264,264,264
239,239,239
172,172,172
291,291,291
230,230,230
282,282,282
105,111,105
411,411,411
275,275,275
149,149,149
322,322,322
295,295,295
174,174,174
73,88,73
253,253,253
92,110,93
68,85,68
87,100,89
76,91,77
67,78,68
76,114,81
150,158,151
109,118,109
90,103,90
131,142,131
70,87,71
54,66,54
71,91,79
60,79,63
66,80,66
