131,148,132
149,180,160
121,139,124
145,165,149
116,137,118
314,371,325
216,244,221
260,290,260
281,323,289
263,294,266
105,121,105
122,138,131
127,143,134
161,199,165
128,152,136
268,313,279
246,276,246
285,328,288
267,307,278
241,280,252
138,153,138
139,153,141
138,151,140
139,154,141
135,147,138
277,320,283
256,288,267
259,299,280
278,316,286
267,313,282
146,159,146
146,156,146
131,141,131
145,159,145
135,148,135
260,285,260
264,292,269
254,278,254
228,247,229
250,271,250
154,193,154
148,166,148
104,121,104
122,137,122
148,169,148
252,279,252
271,310,271
299,328,299
262,308,262
278,319,278
143,152,143
139,150,139
139,148,139
136,146,136
145,153,145
268,293,268
252,271,252
255,271,255
261,282,261
258,278,258
165,180,172
132,157,139
137,152,137
211,211,211
143,162,149
286,321,292
459,465,461
316,348,338
256,295,260
468,468,468
188,204,196
113,135,124
139,161,142
185,186,185
135,153,142
317,384,331
436,444,444
360,370,366
355,426,378
276,312,276
201,203,203
152,176,165
139,160,147
235,235,235
168,184,178
273,314,282
245,262,245
368,378,368
272,322,281
284,309,285
144,159,144
140,153,140
140,154,140
137,154,142
137,150,137
264,292,264
249,272,249
259,291,259
271,298,271
283,305,283
174,208,182
111,127,111
123,140,123
150,167,150
127,156,128
281,322,281
262,309,262
267,322,277
279,324,281
263,313,263
133,145,136
139,150,139
140,151,140
139,149,139
139,151,141
253,274,253
286,311,286
270,296,279
271,294,272
249,270,249
215,243,222
220,248,226
225,243,225
187,210,187
201,232,203
218,247,218
174,203,179
209,248,209
150,171,157
213,264,233
186,211,186
207,226,207
206,241,209
212,247,221
194,235,204
222,243,222
206,226,206
145,165,145
199,216,199
221,239,221
195,226,195
239,289,239
207,232,207
212,243,212
218,252,219
197,216,198
213,226,213
181,196,181
192,208,192
213,230,213
269,275,274
243,253,246
229,258,238
291,294,294
230,234,232
289,322,305
181,230,193
420,437,432
277,307,293
168,213,181
322,322,322
297,307,302
204,241,219
201,218,201
256,270,260
233,265,233
197,219,197
213,240,215
209,232,209
214,238,215
263,293,263
243,294,245
206,246,210
178,214,181
229,287,229
223,246,223
195,209,195
215,239,219
198,216,198
205,223,205
